SVMPred, SigProc, maxMFCC, meanMFCC, H 
[0],False,15.798564772155524,0.0388451486633132
[0],False,15.885742071792995,0.038212574217492336
[0],False,16.36557360056195,0.03967768281976103
[0],False,13.13478832951204,0.039383947326189786
[0],False,16.180776293909357,0.03845863433016924
[0],False,14.683976929546397,0.03723985627866496
[0],False,17.45889438634927,0.039655155483651554
[0],False,15.011301220121174,0.03796408700844775
[0],False,17.002235438808334,0.039082984920620505
[0],False,15.610406086492882,0.03891196667877384
[0],False,13.873026348654243,0.04283238086893282
[0],False,20.232919444005013,0.04133977087389143
[0],False,15.448826120290548,0.03836256792692331
[0],False,21.53929385128637,0.14833787911568164
[0],False,26.362270902390573,0.16708086677906636
[0],False,18.753352895823525,0.04503728346867914
[0],False,15.231427327269717,0.04104921711887935
[0],True,35.274961865557444,0.20006788716667365
[0],False,24.847579679784076,0.10425025091088647
[0],False,15.72576689336942,0.04316574729438596
[0],False,13.007326508340535,0.03961929926477494
[0],True,26.977412827659993,0.23941311487728212
[0],False,21.395849600210052,0.09103883034303763
[0],False,19.93251528282862,0.05840236519043995
[0],False,13.824762412677192,0.04166551824620572
[0],True,18.75925331001871,0.21361136552796067
[0],False,19.999761536116235,0.1849129232107561
[0],False,14.485409562995015,0.04945789250594179
[0],False,14.485409562995015,0.04945789250594179
[0],True,28.71109052053298,0.23008236702489668
[0],True,28.71109052053298,0.23008236702489668
[0],True,28.71109052053298,0.23008236702489668
[0],False,25.069481452758602,0.14777944597556847
[0],False,30.80662311225568,0.17460191359399738
[0],False,26.42060004553641,0.13984719420872627
[0],False,18.50783676972965,0.06728910412764479
[0],False,18.50783676972965,0.06728910412764479
[0],False,17.392653994814825,0.054893782314198225
[0],False,14.054959834692479,0.044895720570040605
[0],False,17.214818306749155,0.04069328780266231
[0],False,17.214818306749155,0.04069328780266231
[0],False,17.183720761647468,0.04286780165806697
[1],True,39.17802015811576,0.2825732272511904
[0],False,27.43160078294156,0.11024164895195636
[0],False,14.540583279793161,0.05254033980020145
[0],False,14.454373858893234,0.04308596947041349
[0],False,24.048218158186987,0.12429040046367845
[0],False,27.013313526668227,0.1064576908502904
[0],False,15.924530550820258,0.04577630946680328
[0],False,13.422563821926282,0.04014445225001661
[0],False,15.13965298196089,0.04018460940852569
[0],True,34.952179077965695,0.3272995311473886
[0],False,14.305888083670727,0.06903603104562989
[0],False,20.52175631961942,0.051436871698235694
[0],False,12.678738355434426,0.04482623876536209
